0,battery_charge_level,battery_charge_rate,battery_discharge_rate,battery_max_discharge,consumption,grid_carbon,grid_power,solar_power,total_carbon
400,36000.00,0.00,0.00,inf,0.00,520.27,0.00,0.00,0.00
401,36000.00,0.00,0.00,inf,0.00,520.27,0.00,0.00,0.00
402,36000.00,0.00,0.00,inf,0.00,520.27,0.00,0.00,0.00
403,36000.00,0.00,0.00,inf,0.00,520.27,0.00,0.00,0.00
404,36000.00,0.00,0.00,inf,0.00,520.27,0.00,0.00,0.00
405,36000.00,0.00,0.00,inf,0.00,520.27,0.00,0.00,0.00
406,36000.00,0.00,0.00,inf,0.00,520.27,0.00,0.00,0.00
407,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
408,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
409,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
410,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
411,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
412,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
413,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
414,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
415,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
416,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
417,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
418,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
419,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
420,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
421,36000.00,0.00,0.00,inf,0.00,499.41,0.00,0.00,0.00
422,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
423,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
424,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
425,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
426,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
427,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
428,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
429,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
430,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
431,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
432,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
433,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
434,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
435,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
436,36000.00,0.00,0.00,inf,0.00,526.62,0.00,0.00,0.00
437,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
438,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
439,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
440,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
441,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
442,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
443,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
444,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
445,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
446,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
447,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
448,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
449,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
450,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
451,36000.00,0.00,0.00,inf,0.00,516.19,0.00,0.00,0.00
452,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
453,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
454,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
455,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
456,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
457,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
458,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
459,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
460,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
461,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
462,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
463,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
464,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
465,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
466,36000.00,0.00,0.00,inf,0.00,513.92,0.00,0.00,0.00
467,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
468,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
469,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
470,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
471,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
472,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
473,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
474,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
475,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
476,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
477,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
478,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
479,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
480,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
481,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
482,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
483,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
484,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
485,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
486,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
487,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
488,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
489,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
490,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
491,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
492,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
493,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
494,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
495,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
496,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
497,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
498,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
499,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
500,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
501,36000.00,0.00,0.00,inf,0.00,512.11,0.00,0.00,0.00
