time,battery_charge_level,battery_charge_rate,battery_discharge_rate,battery_max_discharge,consumption,grid_carbon,grid_power,solar_power,total_carbon
68,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
69,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
70,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
71,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
72,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
73,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
74,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
75,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
76,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
77,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
78,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
79,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
80,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
81,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
82,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
83,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
84,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
85,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
86,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
87,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
88,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
89,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
90,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
91,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
92,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
93,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
94,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
95,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
96,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
97,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
98,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
99,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
100,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
101,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
102,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
103,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
104,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
105,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
106,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
107,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
108,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
109,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
110,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
111,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
112,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
113,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
114,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
115,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
116,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
117,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
118,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
119,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
120,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
121,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
122,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
123,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
124,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
125,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
126,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
127,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
128,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
129,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
130,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
131,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
132,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
133,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
134,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
135,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
136,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
137,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
138,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
139,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
140,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
141,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
142,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
143,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
144,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
145,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
146,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
147,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
148,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
149,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
150,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
151,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
152,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
153,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
154,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
155,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
156,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
157,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
158,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
159,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
160,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
161,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
162,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
163,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
164,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
165,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
166,14400.0,0.0,0.0,inf,50.0,500.0,-950.0,1000.0,-475000.0
167,14364.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
168,14292.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
169,14256.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
170,14184.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
171,14148.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
172,14112.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
173,14040.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
174,14004.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
175,13968.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
176,13896.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
177,13860.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
178,13788.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
179,13752.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
180,13716.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
181,13644.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
182,13608.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
183,13536.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
184,13500.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
185,13464.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
186,13392.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
187,13356.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
188,13284.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
189,13248.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
190,13212.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
191,13140.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
192,13104.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
193,13068.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
194,12996.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
195,12960.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
196,12888.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
197,12852.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
198,12816.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
199,12744.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
200,12708.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
201,12636.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
202,12600.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
203,12564.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
204,12492.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
205,12456.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
206,12384.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
207,12348.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
208,12312.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
209,12240.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
210,12204.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
211,12168.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
212,12096.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
213,12060.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
214,11988.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
215,11952.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
216,11916.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
217,11844.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
218,11808.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
219,11736.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
220,11700.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
221,11664.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
222,11592.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
223,11556.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
224,11484.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
225,11448.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
226,11412.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
227,11340.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
228,11304.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
229,11268.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
230,11196.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
231,11160.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
232,11088.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
233,11052.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
234,11016.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
235,10944.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
236,10908.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
237,10836.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
238,10800.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
239,10764.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
240,10692.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
241,10656.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
242,10584.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
243,10548.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
244,10512.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
245,10440.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
246,10404.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
247,10368.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
248,10296.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
249,10260.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
250,10188.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
251,10152.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
252,10116.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
253,10044.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
254,10008.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
255,9936.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
256,9900.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
257,9864.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
258,9792.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
259,9756.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
260,9684.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
261,9648.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
262,9612.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
263,9540.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
264,9504.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
265,9468.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
266,9396.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
267,9360.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
268,9288.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
269,9252.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
270,9216.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
271,9144.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
272,9108.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
273,9036.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
274,9000.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
275,8964.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
276,8892.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
277,8856.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
278,8784.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
279,8748.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
280,8712.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
281,8640.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
282,8604.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
283,8568.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
284,8496.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
285,8460.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
286,8388.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
287,8352.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
288,8316.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
289,8244.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
290,8208.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
291,8135.999999999999,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
292,8100.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
293,8064.000000000001,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
294,7992.000000000001,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
295,7956.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
296,7884.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
297,7848.000000000001,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
298,7812.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
299,7740.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
300,7704.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
301,7668.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
302,7596.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
303,7560.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
304,7488.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
305,7451.999999999999,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
306,7416.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
307,7344.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
308,7307.999999999999,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
309,7235.999999999999,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
310,7200.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
311,7164.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
312,7092.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
313,7056.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
314,6984.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
315,6948.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
316,6912.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
317,6840.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
318,6804.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
319,6768.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
320,6696.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
321,6660.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
322,6588.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
323,6552.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
324,6516.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
325,6444.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
326,6408.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
327,6336.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
328,6300.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
329,6264.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
330,6192.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
331,6156.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
332,6084.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
333,6048.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
334,6012.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
335,5940.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
336,5904.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
337,5868.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
338,5796.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
339,5760.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
340,5688.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
341,5652.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
342,5616.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
343,5544.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
344,5508.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
345,5436.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
346,5400.0,0.0,50.0,inf,50.0,500.0,0.0,0.0,0.0
