location,time,rating
australiacentral,2022-10-14 22:45:00,63.95652417
australiacentral,2022-10-14 23:00:00,0.0
australiacentral,2022-10-14 23:15:00,0.0
australiacentral,2022-10-14 23:30:00,0.0
australiacentral,2022-10-14 23:45:00,0.0
australiacentral,2022-10-15 00:00:00,0.0
australiacentral,2022-10-15 00:15:00,0.0
australiacentral,2022-10-15 00:30:00,0.0
australiacentral,2022-10-15 00:45:00,0.0
australiacentral,2022-10-15 01:00:00,0.0
australiacentral,2022-10-15 01:15:00,0.0
australiacentral,2022-10-15 01:30:00,0.0
australiacentral,2022-10-15 01:45:00,0.0
australiacentral,2022-10-15 02:00:00,0.0
australiacentral,2022-10-15 02:15:00,0.0
australiacentral,2022-10-15 02:30:00,0.0
australiacentral,2022-10-15 02:45:00,0.0
australiacentral,2022-10-15 03:00:00,0.0
australiacentral,2022-10-15 03:15:00,0.0
australiacentral,2022-10-15 03:30:00,0.0
australiacentral,2022-10-15 03:45:00,0.0
australiacentral,2022-10-15 04:00:00,101.15109851000001
australiacentral,2022-10-15 04:15:00,148.77829736
australiacentral,2022-10-15 04:30:00,910.81347896
australiacentral,2022-10-15 04:45:00,910.81347896
australiacentral,2022-10-15 05:00:00,889.49463757
australiacentral,2022-10-15 05:15:00,830.98122184
australiacentral,2022-10-15 05:30:00,800.5905330500001
australiacentral,2022-10-15 05:45:00,854.1144327100001
australiacentral,2022-10-15 06:00:00,850.03210138
australiacentral,2022-10-15 06:15:00,883.59793676
australiacentral,2022-10-15 06:30:00,896.75211549
australiacentral,2022-10-15 06:45:00,854.1144327100001
australiacentral,2022-10-15 07:00:00,814.19830415
australiacentral,2022-10-15 07:15:00,812.83752704
australiacentral,2022-10-15 07:30:00,812.83752704
australiacentral,2022-10-15 07:45:00,801.49771779
australiacentral,2022-10-15 08:00:00,795.14742461
australiacentral,2022-10-15 08:15:00,807.84801097
australiacentral,2022-10-15 08:30:00,811.9303423
australiacentral,2022-10-15 08:45:00,811.9303423
australiacentral,2022-10-15 09:00:00,812.38393467
australiacentral,2022-10-15 09:15:00,809.66238045
australiacentral,2022-10-15 09:30:00,808.75519571
australiacentral,2022-10-15 09:45:00,810.11597282
australiacentral,2022-10-15 10:00:00,810.56956519
australiacentral,2022-10-15 10:15:00,810.56956519
australiacentral,2022-10-15 10:30:00,810.56956519
australiacentral,2022-10-15 10:45:00,810.11597282
australiacentral,2022-10-15 11:00:00,816.466266
australiacentral,2022-10-15 11:15:00,804.21927201
australiacentral,2022-10-15 11:30:00,804.6728643800001
australiacentral,2022-10-15 11:45:00,804.21927201
australiacentral,2022-10-15 12:00:00,798.77616357
australiacentral,2022-10-15 12:15:00,793.7866475000001
australiacentral,2022-10-15 12:30:00,792.87946276
australiacentral,2022-10-15 12:45:00,795.60101698
australiacentral,2022-10-15 13:00:00,796.0546093500001
australiacentral,2022-10-15 13:15:00,798.77616357
australiacentral,2022-10-15 13:30:00,799.22975594
australiacentral,2022-10-15 13:45:00,798.77616357
australiacentral,2022-10-15 14:00:00,798.77616357
australiacentral,2022-10-15 14:15:00,798.77616357
australiacentral,2022-10-15 14:30:00,798.77616357
australiacentral,2022-10-15 14:45:00,798.77616357
australiacentral,2022-10-15 15:00:00,819.6414125900001
australiacentral,2022-10-15 15:15:00,813.2911194100001
australiacentral,2022-10-15 15:30:00,812.83752704
australiacentral,2022-10-15 15:45:00,811.4767499300001
australiacentral,2022-10-15 16:00:00,811.4767499300001
australiacentral,2022-10-15 16:15:00,815.1054888900001
australiacentral,2022-10-15 16:30:00,815.55908126
australiacentral,2022-10-15 16:45:00,799.22975594
australiacentral,2022-10-15 17:00:00,796.0546093500001
australiacentral,2022-10-15 17:15:00,789.70431617
australiacentral,2022-10-15 17:30:00,788.79713143
australiacentral,2022-10-15 17:45:00,788.79713143
australiacentral,2022-10-15 18:00:00,784.26120773
australiacentral,2022-10-15 18:15:00,783.3540229900001
australiacentral,2022-10-15 18:30:00,783.3540229900001
australiacentral,2022-10-15 18:45:00,783.3540229900001
australiacentral,2022-10-15 19:00:00,783.3540229900001
australiacentral,2022-10-15 19:15:00,791.51868565
australiacentral,2022-10-15 19:30:00,791.51868565
australiacentral,2022-10-15 19:45:00,807.3944186
australiacentral,2022-10-15 20:00:00,802.4049025300001
australiacentral,2022-10-15 20:15:00,798.3225712
australiacentral,2022-10-15 20:30:00,819.6414125900001
australiacentral,2022-10-15 20:45:00,910.81347896
australiacentral,2022-10-15 21:00:00,910.81347896
australiacentral,2022-10-15 21:15:00,894.03056127
australiacentral,2022-10-15 21:30:00,910.81347896
australiacentral,2022-10-15 21:45:00,910.81347896
australiacentral,2022-10-15 22:00:00,639.1116493300001
australiacentral,2022-10-15 22:15:00,79.83225712000001
australiacentral,2022-10-15 22:30:00,76.20351816
australiacentral,2022-10-15 22:45:00,52.16312255
australiacentral,2022-10-15 23:00:00,196.85908858000002
australiacentral,2022-10-15 23:15:00,351.98767912
australiacentral,2022-10-15 23:30:00,152.86062869
australiacentral,2022-10-15 23:45:00,376.93525947
australiacentral,2022-10-16 00:00:00,620.96795453
australiacentral,2022-10-16 00:15:00,910.81347896
australiacentral,2022-10-16 00:30:00,910.81347896
australiacentral,2022-10-16 00:45:00,910.81347896
australiacentral,2022-10-16 01:00:00,620.96795453
australiacentral,2022-10-16 01:15:00,863.1862801100001
australiacentral,2022-10-16 01:30:00,863.1862801100001
australiacentral,2022-10-16 01:45:00,910.81347896
australiacentral,2022-10-16 02:00:00,910.81347896
australiacentral,2022-10-16 02:15:00,589.2164886300001
australiacentral,2022-10-16 02:30:00,134.26334152
australiacentral,2022-10-16 02:45:00,910.81347896
australiacentral,2022-10-16 03:00:00,910.81347896
australiacentral,2022-10-16 03:15:00,899.0200773400001
australiacentral,2022-10-16 03:30:00,890.8554146800001
australiacentral,2022-10-16 03:45:00,685.83166344
australiacentral,2022-10-16 04:00:00,685.83166344
australiacentral,2022-10-16 04:15:00,621.8751392700001
australiacentral,2022-10-16 04:30:00,685.83166344
australiacentral,2022-10-16 04:45:00,685.83166344
australiacentral,2022-10-16 05:00:00,576.5159022700001
australiacentral,2022-10-16 05:15:00,586.9485267800001
