0,battery_charge_level,battery_charge_rate,battery_discharge_rate,battery_max_discharge,consumption,grid_carbon,grid_power,solar_power,total_carbon
322,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
323,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
324,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
325,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
326,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
327,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
328,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
329,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
330,0.00,10.00,10.00,inf,500.00,552.02,500.00,0.00,276010.96
331,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
332,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
333,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
334,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
335,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
336,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
337,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
338,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
339,0.00,10.00,10.00,inf,500.00,516.19,500.00,0.00,258094.06
